lncORF ID,lncORF transcript,,,,Variant,,Trait type,-log10(GWAS P value)
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995833,stem diameter,12.9872
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995833,stem diameter,12.9872
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995888,stem diameter,11.6021
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995888,stem diameter,11.9101
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995888,stem diameter,12.3019
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995894,stem diameter,11.6021
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995894,stem diameter,11.9101
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995894,stem diameter,12.3019
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995907,stem diameter,11.6021
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995907,stem diameter,11.9101
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995907,stem diameter,12.3019
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995949,stem diameter,12.3125
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995949,stem diameter,12.3125
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995949,stem diameter,12.5143
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995949,stem diameter,12.5143
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995949,stem diameter,12.9872
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995949,stem diameter,12.9872
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22996177,stem diameter,12.3125
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22996177,stem diameter,12.3125
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22996177,stem diameter,12.5143
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22996177,stem diameter,12.5143
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22996177,stem diameter,12.9872
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22996177,stem diameter,12.9872
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22996344,stem diameter,12.3125
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22996344,stem diameter,12.3125
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22996344,stem diameter,12.5143
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22996344,stem diameter,12.5143
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22996344,stem diameter,12.9872
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22996344,stem diameter,12.9872
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22996443,stem diameter,12.2565
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22996443,stem diameter,12.2565
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22996443,stem diameter,12.3429
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22996443,stem diameter,12.3429
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22996443,stem diameter,12.9066
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22996443,stem diameter,12.9066
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22996487,stem diameter,12.3125
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22996487,stem diameter,12.3125
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22996487,stem diameter,12.5143
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22996487,stem diameter,12.5143
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22996487,stem diameter,12.9872
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22996487,stem diameter,12.9872
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22996555,stem diameter,12.3125
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22996555,stem diameter,12.3125
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22996555,stem diameter,12.5143
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22996555,stem diameter,12.5143
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22996555,stem diameter,12.9872
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22996555,stem diameter,12.9872
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22999325,root dry weight,4.81816
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,23000235,stem diameter,11.2716
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,23000235,stem diameter,11.6271
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,23000235,stem diameter,11.7033
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,23000325,stem diameter,12.0227
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,23000325,stem diameter,12.1255
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,23000325,stem diameter,12.3468
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,23000429,stem diameter,11.8508
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,23000429,stem diameter,12.0921
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,23000429,stem diameter,12.1618
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,23000640,stem diameter,11.7423
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,23000640,stem diameter,11.9355
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,23000640,stem diameter,11.9747
OsLncORF07127,Chr11,23000797,23010476,+,Chr11,23009617,secondary internode length,3.38405
OsLncORF07128,Chr11,23000797,23010476,+,Chr11,23009617,secondary internode length,3.38405
OsLncORF07129,Chr11,23000797,23010476,+,Chr11,23009617,secondary internode length,3.38405
OsLncORF07130,Chr11,23000797,23010476,+,Chr11,23009617,secondary internode length,3.38405
OsLncORF07131,Chr11,23000797,23010476,+,Chr11,23009617,secondary internode length,3.38405
OsLncORF07132,Chr11,23000797,23010476,+,Chr11,23009617,secondary internode length,3.38405
OsLncORF07133,Chr11,23020478,23024062,-,Chr11,23022593,harvest index,11.6946
OsLncORF07134,Chr11,23024257,23027618,-,Chr11,23025996,root dry weight,4.12784
OsLncORF07134,Chr11,23024257,23027618,-,Chr11,23025996,shoot dry weight,4.38195
OsLncORF07134,Chr11,23024257,23027618,-,Chr11,23026353,root dry weight,4.27984
OsLncORF07134,Chr11,23024257,23027618,-,Chr11,23026353,shoot fresh weight,4.50864
OsLncORF07137,Chr11,23040130,23042713,-,Chr11,23042145,root dry weight,5.17914
OsLncORF07137,Chr11,23040130,23042713,-,Chr11,23042145,shoot dry weight,5.27165
OsLncORF07137,Chr11,23040130,23042713,-,Chr11,23042145,shoot dry weight,5.82102
OsLncORF07137,Chr11,23040130,23042713,-,Chr11,23042145,shoot fresh weight,6.2668
OsLncORF07138,Chr11,23040130,23042713,-,Chr11,23042145,root dry weight,5.17914
OsLncORF07138,Chr11,23040130,23042713,-,Chr11,23042145,shoot dry weight,5.27165
OsLncORF07138,Chr11,23040130,23042713,-,Chr11,23042145,shoot dry weight,5.82102
OsLncORF07138,Chr11,23040130,23042713,-,Chr11,23042145,shoot fresh weight,6.2668
OsLncORF07139,Chr11,23040130,23042713,-,Chr11,23042145,root dry weight,5.17914
OsLncORF07139,Chr11,23040130,23042713,-,Chr11,23042145,shoot dry weight,5.27165
OsLncORF07139,Chr11,23040130,23042713,-,Chr11,23042145,shoot dry weight,5.82102
OsLncORF07139,Chr11,23040130,23042713,-,Chr11,23042145,shoot fresh weight,6.2668
OsLncORF07140,Chr11,23040130,23042713,-,Chr11,23042145,root dry weight,5.17914
OsLncORF07140,Chr11,23040130,23042713,-,Chr11,23042145,shoot dry weight,5.27165
OsLncORF07140,Chr11,23040130,23042713,-,Chr11,23042145,shoot dry weight,5.82102
OsLncORF07140,Chr11,23040130,23042713,-,Chr11,23042145,shoot fresh weight,6.2668
OsLncORF07141,Chr11,23040130,23042713,-,Chr11,23042145,root dry weight,5.17914
OsLncORF07141,Chr11,23040130,23042713,-,Chr11,23042145,shoot dry weight,5.27165
OsLncORF07141,Chr11,23040130,23042713,-,Chr11,23042145,shoot dry weight,5.82102
OsLncORF07141,Chr11,23040130,23042713,-,Chr11,23042145,shoot fresh weight,6.2668
OsLncORF07143,Chr11,23044002,23046986,+,Chr11,23044883,shoot fresh weight,4.55129
OsLncORF07144,Chr11,23052804,23055202,+,Chr11,23054978,root dry weight,4.01502
OsLncORF07144,Chr11,23052804,23055202,+,Chr11,23054978,root dry weight,5.04144
OsLncORF07144,Chr11,23052804,23055202,+,Chr11,23054978,shoot dry weight,4.59688
OsLncORF07144,Chr11,23052804,23055202,+,Chr11,23054978,shoot fresh weight,5.17005
OsLncORF07148,Chr11,23085391,23086912,+,Chr11,23086584,root dry weight,5.0804
OsLncORF07148,Chr11,23085391,23086912,+,Chr11,23086584,shoot dry weight,4.46852
OsLncORF07148,Chr11,23085391,23086912,+,Chr11,23086584,shoot fresh weight,4.93554
OsLncORF07149,Chr11,23100298,23101326,-,Chr11,23101149,root dry weight,4.08991
OsLncORF07149,Chr11,23100298,23101326,-,Chr11,23101149,root dry weight,4.86328
OsLncORF07149,Chr11,23100298,23101326,-,Chr11,23101149,shoot dry weight,4.82391
OsLncORF07149,Chr11,23100298,23101326,-,Chr11,23101149,shoot fresh weight,5.50169
OsLncORF07150,Chr11,23102798,23104148,+,Chr11,23103212,length of secondary branch,5.52288
OsLncORF07150,Chr11,23102798,23104148,+,Chr11,23103212,length of secondary branch,5.52288
OsLncORF07150,Chr11,23102798,23104148,+,Chr11,23103212,length of secondary branch,5.5544
OsLncORF07150,Chr11,23102798,23104148,+,Chr11,23103212,length of secondary branch,5.5544
OsLncORF07151,Chr11,23102798,23104148,+,Chr11,23103212,length of secondary branch,5.52288
OsLncORF07151,Chr11,23102798,23104148,+,Chr11,23103212,length of secondary branch,5.52288
OsLncORF07151,Chr11,23102798,23104148,+,Chr11,23103212,length of secondary branch,5.5544
OsLncORF07151,Chr11,23102798,23104148,+,Chr11,23103212,length of secondary branch,5.5544
OsLncORF07156,Chr11,23439104,23442305,-,Chr11,23440745,grain length,12.0191
OsLncORF07160,Chr11,24071076,24082144,+,Chr11,24076194,the total area of large vascular bundle,6.25181
OsLncORF07161,Chr11,24071076,24082144,+,Chr11,24076194,the total area of large vascular bundle,6.25181
OsLncORF07162,Chr11,24071076,24082144,+,Chr11,24076194,the total area of large vascular bundle,6.25181
OsLncORF07163,Chr11,24100934,24106716,+,Chr11,24101391,grain nickel concentration,8.95078
OsLncORF07164,Chr11,24100934,24106716,+,Chr11,24101391,grain nickel concentration,8.95078
OsLncORF07165,Chr11,24100934,24106716,+,Chr11,24101391,grain nickel concentration,8.95078
OsLncORF07166,Chr11,24100934,24106716,+,Chr11,24101391,grain nickel concentration,8.95078
OsLncORF07167,Chr11,24100934,24106716,+,Chr11,24101391,grain nickel concentration,8.95078
OsLncORF07168,Chr11,24240844,24241611,-,Chr11,24240898,Culm length,7.82
OsLncORF07171,Chr11,24240680,24245568,+,Chr11,24240898,Culm length,7.82
OsLncORF07172,Chr11,24290846,24298217,-,Chr11,24293732,flavonoid leaf content,3.80688
OsLncORF07172,Chr11,24290846,24298217,-,Chr11,24295017,grain length,3.40012
OsLncORF07172,Chr11,24290846,24298217,-,Chr11,24295017,grain length,3.40012
OsLncORF07173,Chr11,24290846,24298217,-,Chr11,24293732,flavonoid leaf content,3.80688
OsLncORF07173,Chr11,24290846,24298217,-,Chr11,24295017,grain length,3.40012
OsLncORF07173,Chr11,24290846,24298217,-,Chr11,24295017,grain length,3.40012
OsLncORF07174,Chr11,24290846,24298217,-,Chr11,24293732,flavonoid leaf content,3.80688
OsLncORF07174,Chr11,24290846,24298217,-,Chr11,24295017,grain length,3.40012
OsLncORF07174,Chr11,24290846,24298217,-,Chr11,24295017,grain length,3.40012
OsLncORF07175,Chr11,24294902,24295669,+,Chr11,24295017,grain length,3.40012
OsLncORF07175,Chr11,24294902,24295669,+,Chr11,24295017,grain length,3.40012
OsLncORF07176,Chr11,24290846,24298217,-,Chr11,24293732,flavonoid leaf content,3.80688
OsLncORF07176,Chr11,24290846,24298217,-,Chr11,24295017,grain length,3.40012
OsLncORF07176,Chr11,24290846,24298217,-,Chr11,24295017,grain length,3.40012
OsLncORF07177,Chr11,24294930,24298217,-,Chr11,24295017,grain length,3.40012
OsLncORF07177,Chr11,24294930,24298217,-,Chr11,24295017,grain length,3.40012
OsLncORF07178,Chr11,24290846,24298217,-,Chr11,24293732,flavonoid leaf content,3.80688
OsLncORF07178,Chr11,24290846,24298217,-,Chr11,24295017,grain length,3.40012
OsLncORF07178,Chr11,24290846,24298217,-,Chr11,24295017,grain length,3.40012
OsLncORF07185,Chr11,24328520,24339338,-,Chr11,24332795,filled grain number,6.29158
OsLncORF07186,Chr11,24328520,24339338,-,Chr11,24332795,filled grain number,6.29158
OsLncORF07187,Chr11,24328520,24339338,-,Chr11,24332795,filled grain number,6.29158
OsLncORF07188,Chr11,24328520,24339338,-,Chr11,24332795,filled grain number,6.29158
OsLncORF07189,Chr11,24328520,24339338,-,Chr11,24332795,filled grain number,6.29158
OsLncORF07190,Chr11,24328520,24339338,-,Chr11,24332795,filled grain number,6.29158
OsLncORF07191,Chr11,24328520,24339338,-,Chr11,24332795,filled grain number,6.29158
OsLncORF07192,Chr11,24328520,24339338,-,Chr11,24332795,filled grain number,6.29158
OsLncORF07195,Chr11,24328520,24339338,-,Chr11,24332795,filled grain number,6.29158
OsLncORF07196,Chr11,24328520,24339338,-,Chr11,24332795,filled grain number,6.29158
OsLncORF07197,Chr11,24328520,24339338,-,Chr11,24332795,filled grain number,6.29158
OsLncORF07198,Chr11,24328520,24339338,-,Chr11,24332795,filled grain number,6.29158
OsLncORF07202,Chr11,24342721,24349607,+,Chr11,24345641,spikelet number,2.9914
OsLncORF07203,Chr11,24342721,24349607,+,Chr11,24345641,spikelet number,2.9914
OsLncORF07204,Chr11,24342721,24349607,+,Chr11,24345641,spikelet number,2.9914
OsLncORF07205,Chr11,24342721,24349607,+,Chr11,24345641,spikelet number,2.9914
OsLncORF07206,Chr11,24342721,24349607,+,Chr11,24345641,spikelet number,2.9914
OsLncORF07207,Chr11,24342721,24349607,+,Chr11,24345641,spikelet number,2.9914
OsLncORF07216,Chr11,24408615,24413109,-,Chr11,24409073,chlorophyll content,5.02228
OsLncORF07217,Chr11,24408615,24413109,-,Chr11,24409073,chlorophyll content,5.02228
OsLncORF07218,Chr11,24416032,24420902,+,Chr11,24419278,leaf bronzing score,2.69037
OsLncORF07219,Chr11,24416032,24420902,+,Chr11,24419278,leaf bronzing score,2.69037
OsLncORF07220,Chr11,24416032,24420902,+,Chr11,24419278,leaf bronzing score,2.69037
OsLncORF07250,Chr11,24679576,24683662,-,Chr11,24681029,secondary internode length,3.41005
OsLncORF07251,Chr11,24679576,24683662,-,Chr11,24681029,secondary internode length,3.41005
OsLncORF07252,Chr11,24679576,24683662,-,Chr11,24681029,secondary internode length,3.41005
OsLncORF07253,Chr11,24679576,24683662,-,Chr11,24681029,secondary internode length,3.41005
OsLncORF07270,Chr11,24956765,24960599,-,Chr11,24957227,grain strontium concentration,5.41341
OsLncORF07270,Chr11,24956765,24960599,-,Chr11,24957227,grain strontium concentration,6.00966
OsLncORF07270,Chr11,24956765,24960599,-,Chr11,24957227,grain strontium concentration,7.61798
OsLncORF07270,Chr11,24956765,24960599,-,Chr11,24957227,grain strontium concentration,8.55596
OsLncORF07270,Chr11,24956765,24960599,-,Chr11,24957843,arsenic accumulation,4.06905
OsLncORF07270,Chr11,24956765,24960599,-,Chr11,24958152,relative water content,4.14997
OsLncORF07270,Chr11,24956765,24960599,-,Chr11,24958836,cold tolerance,3.66959
OsLncORF07271,Chr11,24956765,24960599,-,Chr11,24957227,grain strontium concentration,5.41341
OsLncORF07271,Chr11,24956765,24960599,-,Chr11,24957227,grain strontium concentration,6.00966
OsLncORF07271,Chr11,24956765,24960599,-,Chr11,24957227,grain strontium concentration,7.61798
OsLncORF07271,Chr11,24956765,24960599,-,Chr11,24957227,grain strontium concentration,8.55596
OsLncORF07271,Chr11,24956765,24960599,-,Chr11,24957843,arsenic accumulation,4.06905
OsLncORF07271,Chr11,24956765,24960599,-,Chr11,24958152,relative water content,4.14997
OsLncORF07271,Chr11,24956765,24960599,-,Chr11,24958836,cold tolerance,3.66959
OsLncORF07272,Chr11,24956765,24960599,-,Chr11,24957227,grain strontium concentration,5.41341
OsLncORF07272,Chr11,24956765,24960599,-,Chr11,24957227,grain strontium concentration,6.00966
OsLncORF07272,Chr11,24956765,24960599,-,Chr11,24957227,grain strontium concentration,7.61798
OsLncORF07272,Chr11,24956765,24960599,-,Chr11,24957227,grain strontium concentration,8.55596
OsLncORF07272,Chr11,24956765,24960599,-,Chr11,24957843,arsenic accumulation,4.06905
OsLncORF07272,Chr11,24956765,24960599,-,Chr11,24958152,relative water content,4.14997
OsLncORF07272,Chr11,24956765,24960599,-,Chr11,24958836,cold tolerance,3.66959
OsLncORF07273,Chr11,24986152,24986980,-,Chr11,24986517,days to heading,2.05061
OsLncORF07274,Chr11,24986152,24986980,-,Chr11,24986517,days to heading,2.05061
OsLncORF07278,Chr11,25047711,25049275,+,Chr11,25049146,productive panicle number,7.065
OsLncORF07279,Chr11,25077516,25100168,+,Chr11,25080930,days to heading,3.82391
OsLncORF07279,Chr11,25077516,25100168,+,Chr11,25080930,days to heading,4.8729
OsLncORF07279,Chr11,25077516,25100168,+,Chr11,25089325,germination index,3.29585
OsLncORF07279,Chr11,25077516,25100168,+,Chr11,25089325,grain as concentrations,5.85699
OsLncORF07279,Chr11,25077516,25100168,+,Chr11,25098174,copper content trait,5.27003
OsLncORF07280,Chr11,25080548,25082800,-,Chr11,25080930,days to heading,3.82391
OsLncORF07280,Chr11,25080548,25082800,-,Chr11,25080930,days to heading,4.8729
OsLncORF07294,Chr11,25565098,25569153,-,Chr11,25565192,stem diameter,6.90658
OsLncORF07294,Chr11,25565098,25569153,-,Chr11,25565192,stem diameter,6.95861
OsLncORF07294,Chr11,25565098,25569153,-,Chr11,25565204,primary branch number,3.70997
OsLncORF07294,Chr11,25565098,25569153,-,Chr11,25566515,lignin content,3.74715
OsLncORF07294,Chr11,25565098,25569153,-,Chr11,25568647,relative total lesion length,5.57675
OsLncORF07295,Chr11,25566938,25570329,+,Chr11,25568647,relative total lesion length,5.57675
OsLncORF07295,Chr11,25566938,25570329,+,Chr11,25569286,stem diameter,6.9393
OsLncORF07295,Chr11,25566938,25570329,+,Chr11,25569286,stem diameter,7.52724
OsLncORF07295,Chr11,25566938,25570329,+,Chr11,25569286,stem diameter,7.57512
OsLncORF07296,Chr11,25566938,25570329,+,Chr11,25568647,relative total lesion length,5.57675
OsLncORF07296,Chr11,25566938,25570329,+,Chr11,25569286,stem diameter,6.9393
OsLncORF07296,Chr11,25566938,25570329,+,Chr11,25569286,stem diameter,7.52724
OsLncORF07296,Chr11,25566938,25570329,+,Chr11,25569286,stem diameter,7.57512
OsLncORF07297,Chr11,25575132,25576748,-,Chr11,25575455,relative total lesion length,5.4908
OsLncORF07297,Chr11,25575132,25576748,-,Chr11,25576537,relative total lesion length,5.2993
OsLncORF07297,Chr11,25575132,25576748,-,Chr11,25576590,copper content trait,5.21538
OsLncORF07299,Chr11,26272530,26274733,-,Chr11,26274144,rice yellow mottle virus resistance,5.00612
OsLncORF07299,Chr11,26272530,26274733,-,Chr11,26274144,rice yellow mottle virus resistance,5.2652
OsLncORF07299,Chr11,26272530,26274733,-,Chr11,26274144,rice yellow mottle virus resistance,7.64782
OsLncORF07300,Chr11,26322135,26329290,+,Chr11,26327481,relative dry weight,3.20204
OsLncORF07300,Chr11,26322135,26329290,+,Chr11,26328657,tassel spike length,3.31158
OsLncORF07301,Chr11,26322135,26329290,+,Chr11,26327481,relative dry weight,3.20204
OsLncORF07301,Chr11,26322135,26329290,+,Chr11,26328657,tassel spike length,3.31158
OsLncORF07302,Chr11,26322135,26329290,+,Chr11,26327481,relative dry weight,3.20204
OsLncORF07302,Chr11,26322135,26329290,+,Chr11,26328657,tassel spike length,3.31158
OsLncORF07303,Chr11,26322135,26329290,+,Chr11,26327481,relative dry weight,3.20204
OsLncORF07303,Chr11,26322135,26329290,+,Chr11,26328657,tassel spike length,3.31158
OsLncORF07304,Chr11,26332391,26336778,-,Chr11,26336161,rice yellow mottle virus resistance,5.50446
OsLncORF07304,Chr11,26332391,26336778,-,Chr11,26336161,rice yellow mottle virus resistance,9.06198
OsLncORF07304,Chr11,26332391,26336778,-,Chr11,26336268,stem diameter,9.35067
OsLncORF07304,Chr11,26332391,26336778,-,Chr11,26336268,stem diameter,9.64016
OsLncORF07304,Chr11,26332391,26336778,-,Chr11,26336268,stem diameter,9.767
OsLncORF07305,Chr11,26332391,26336778,-,Chr11,26336161,rice yellow mottle virus resistance,5.50446
OsLncORF07305,Chr11,26332391,26336778,-,Chr11,26336161,rice yellow mottle virus resistance,9.06198
OsLncORF07305,Chr11,26332391,26336778,-,Chr11,26336268,stem diameter,9.35067
OsLncORF07305,Chr11,26332391,26336778,-,Chr11,26336268,stem diameter,9.64016
OsLncORF07305,Chr11,26332391,26336778,-,Chr11,26336268,stem diameter,9.767
OsLncORF07306,Chr11,26332391,26336778,-,Chr11,26336161,rice yellow mottle virus resistance,5.50446
OsLncORF07306,Chr11,26332391,26336778,-,Chr11,26336161,rice yellow mottle virus resistance,9.06198
OsLncORF07306,Chr11,26332391,26336778,-,Chr11,26336268,stem diameter,9.35067
OsLncORF07306,Chr11,26332391,26336778,-,Chr11,26336268,stem diameter,9.64016
OsLncORF07306,Chr11,26332391,26336778,-,Chr11,26336268,stem diameter,9.767
OsLncORF07307,Chr11,26334895,26336665,+,Chr11,26336161,rice yellow mottle virus resistance,5.50446
OsLncORF07307,Chr11,26334895,26336665,+,Chr11,26336161,rice yellow mottle virus resistance,9.06198
